comment    like                        nick     postTime  reply  unlike                                user_url
                           宙斯盾舰，又称神盾舰，全称为宙斯盾级巡洋舰。     NaN                wxy123468759  2017年06月14日    (1)     2.0  http://i.youku.com/i/UMjkyMzkzOTIzNg==
                          青梅不弃，竹马不离，亲爱的少年，请回到她身边。     8.0                       菠萝不箩i  2016年08月19日    NaN     1.0  http://i.youku.com/i/UMTY1MjIzMTQ3Ng==
              当这部剧场版上映的时候，在现实中日本海自还没有一等海佐军衔的女自卫官。     1.0                       一个忏悔者  2018年01月17日    NaN     1.0      http://i.youku.com/i/UODk4ODkwODA=
事实上小兰是凭借着自己的意志力活过来的，毕竟只有她一个人在大海里挣扎，是我的话，早就上天了。...     2.0        微信用户1469016743287643  2016年07月22日    NaN     NaN  http://i.youku.com/i/UMzgxNzM3NTM3Mg==
对啊 再说柯南和灰原是同类人 柯南也没说喜欢灰原 再说了灰原有说喜欢谁吗？ 竟然叫小兰去死 ...     2.0                腾讯用户38911717  2015年07月31日    NaN     NaN  http://i.youku.com/i/UMzE1Nzc4ODQ1Mg==
哎呀这些女人，明明知道自己是男人最心爱的，还到处惹麻烦，兰和间谍打斗有卵用？而且明明在间谍摔...     2.0              越前龙驴_341452797  2016年06月07日    NaN     3.0  http://i.youku.com/i/UMTM2NTgxMTE4OA==
看到底下有人说柯南为了秀智商举报了保卫官，说柯南没人情味情商低，也是搞笑，圣母无处不在，杀了...     2.0                      丶林家大小姐  2016年05月25日    NaN     NaN      http://i.youku.com/i/UNTMzMjE3MTY0
      为什么我发现柯南中弹就跟没事人似得，别人中一弹要不就死，要不就住院，主角光环好恐怖😱     5.0                     安-有马-迷修  2017年02月04日    (1)     NaN  http://i.youku.com/i/UNDI4NjI0NzY3Mg==
一天，我终于得到了阿拉丁神灯，灯神说:我可以实现你三个愿望。我说:1我要用不完的钱，2我要坐...     NaN                   wsfvxbzhb  2017年04月18日    NaN     NaN  http://i.youku.com/i/UNDQ2Nzg5MDI4NA==
是啊，不枉费这么名贵的名片制作，总算是派上用场救了兰，不过也得靠柯南那么聪明啊//@しovの...     2.0                        璃茉茉-  2016年04月02日    (1)     NaN      http://i.youku.com/i/UNDc4ODE3NjUy
                推荐大家看一看名侦探柯南第十九部剧场版，23日在全国各大影院上映。     1.0                         闭轩朗  2015年10月15日    (3)     NaN  http://i.youku.com/i/UMzIzOTU2MzE4OA==
确实好看，在做到毛利兰落海时开始；还有在大家全力寻找搜救毛利兰无结果失望时，柯南(工藤新一)...     2.0                    李becs400  2016年02月12日    NaN     NaN  http://i.youku.com/i/UMzM3MTA4NjcyMA==
             真心被小兰虐哭了，终于心中的信念还是那么强大，多么美好，新兰永远在一起。     3.0                  Curtion丶夜幕  2014年12月02日    NaN     NaN  http://i.youku.com/i/UMTI5MTQzNzc4OA==
一个万年小学生侦探，一个等待新一的毛利兰，还有一个为柯南默默奉献的灰原哀，还有一群不知不觉帮...     2.0                  supper便便cl  2015年10月07日    NaN     NaN  http://i.youku.com/i/UMTMwMjk2OTAwMA==
我就一句话 我喜欢柯哀 不管最后的结局怎么样 我们自己心中有一个自己希望的美好结局就够了 我...     2.0                    怡宝12138丶  2015年08月13日    NaN     1.0  http://i.youku.com/i/UMzAzOTM1MDA0MA==
小哀万年拖柯南后腿，总想自杀，害柯南总是差点升天，没有小兰，柯南早死了！大家可以看看剧场版，...     2.0                       萌侦探纪事  2015年08月11日    NaN     2.0  http://i.youku.com/i/UMjkwNjc4OTYwMA==
              我觉得最后小兰跟间谍打架的时候就证明了在船上救生衣是多么多重要😜😜     2.0                       天下猫猫啊  2018年02月05日    NaN     1.0      http://i.youku.com/i/UMTA0MjQ2OTQw
毕竟柯南这个“万年小学生”的称号也不是名不虚传嘛/@萌萌12772073:那是因为柯南怎说是...     1.0                  萌萌12772073  2015年04月30日    NaN     NaN  http://i.youku.com/i/UMjY0NjQ0ODU5Mg==
    柯南也说过如果他连小兰都保护不好！那他当侦探又有什么用！！！真不知道你们有没有好好看！！！     7.0                       黑暗中的莪  2017年08月27日    NaN     NaN  http://i.youku.com/i/UMjkzMzc1NjU1Mg==
来不及啊 宙斯盾就一家警戒直升机 让海保和海警派直升机过去根本来不及//@土豆用户_7496...     NaN              土豆用户_391626881  2016年10月17日    NaN     NaN  http://i.youku.com/i/UMTU2NjUwNzUyNA==
为什么最后就拍一个直升机 就不能清附近的海岸警卫队多拍几个卖=吗 这样在日落前肯定冷搜索完那片海域     1.0              土豆用户_749670184  2016年10月06日    NaN     NaN  http://i.youku.com/i/UMjk5ODY4MDczNg==
   感觉尼根会被那个老虎咬死，结果却逃跑了，于是这就是结局？怎么不太如意，还是感觉尼根被杀了的好     1.0                      孩儿老爸在此  2017年07月13日    NaN     NaN  http://i.youku.com/i/UMzMyOTA5OTc0MA==
 新兰永恒，现在看柯南不仅仅是看剧情了，也在看新兰的爱情，新兰永恒，某个党派的别乱给柯南组cp谢谢    13.0                    新兰永恒柯基万岁  2017年12月17日    NaN     NaN  http://i.youku.com/i/UNDA1NzI3MzUxMg==
你们别争了，如果柯南和灰原会在一起，那要新一和小兰这对青梅竹马干嘛？//@腾讯用户14643...     NaN        腾讯用户1469328860694578  2016年08月25日    NaN     NaN  http://i.youku.com/i/UMzgyNzg1ODY3Mg==
柯哀你个头!如果作者把主角设为柯南和灰原，那一开始把新一和兰设为青梅竹马干嘛，吃饱了没事干！...     1.0        腾讯用户1471308029745900  2016年08月19日    (1)     3.0  http://i.youku.com/i/UMzkwNzQyMTUwMA==
             麻痹，来软挑衅是不？有种来真枪实弹干一战，在这么经典的动画里意淫有毛用？     NaN                  8959390uso  2013年10月27日    (2)     NaN      http://i.youku.com/i/UOTMyNzI1NDg=
                     这一集很明显是宣扬军国主义，居然药膏旗都上柯南了，妈蛋。     NaN                 chenyu86217  2013年10月12日    (3)     NaN      http://i.youku.com/i/UMTg0NTIzOTc2
