comment  like                            nick     postTime reply  unlike                                user_url
                            我太不称职了，我这个火影迷当得太不称职了！   5.0                            小意大大  2017年06月30日   NaN     NaN  http://i.youku.com/i/UMzE1NzM0MDM2OA==
                     每次听着这BGM都听不下去，越听越伤感，想着以前的种种。   1.0                      龙人97709837  2017年09月24日   NaN     NaN  http://i.youku.com/i/UMTQxOTAzNjI1Mg==
           火影还是开头的好看精彩 有剧情后面都开始偏离了 。博人转完全就没有火影的热血   NaN                  微信用户6669710946  2017年09月08日   NaN     NaN  http://i.youku.com/i/UNDcwNzQ4NzI4OA==
                                     这里有人玩火影忍者手游吗   8.0                  Ni在我心里19211888  2017年06月25日   (4)     1.0  http://i.youku.com/i/UMTYyNDgyNjQxMg==
                           这个算是良心之作。不用去找每个打架的散视频了   1.0                         成长3F736  2017年08月16日   NaN     NaN  http://i.youku.com/i/UMTM1MTUzODYzNg==
                     实在是太好看了，感谢作者作出这样的动画，希望他长生不老，  17.0                  微信用户4881597783  2017年06月27日   NaN     NaN  http://i.youku.com/i/UNDc0NzY5MDM0OA==
                     看了720集，还有博人剧场版，才看到这个，真是不合格呀，   4.0                  一曦時光ゞ涼76202939  2017年06月28日   NaN     NaN  http://i.youku.com/i/UMTYyMTMzOTI0NA==
                   满满的回忆，看着不知不觉流泪了，都过这么多年了，我最爱的火影   NaN                           公评主义者  2018年03月07日   NaN     NaN  http://i.youku.com/i/UNDUzNzEwNTkyNA==
                       尽管看过了了，但是经典战役就是经典，以后不用看博人了  11.0                        苍山洱海8866  2017年07月07日   NaN     4.0  http://i.youku.com/i/UNDE4NjM4Nzc5Mg==
                     可惜不是国语语音。如果是的话看头吗还是很好的，可惜不是啊  10.0                       胡龙洋_血雪留不住  2017年07月14日   NaN     7.0  http://i.youku.com/i/UMzE0NzQxMjU0OA==
                               火影~~~我服了 没见过这么碉的动漫   7.0                           宇智波斯朗  2017年08月07日   (3)     2.0      http://i.youku.com/i/UMzk3OTY4MDIw
                       主要火影的故事很好 我的青春啊……不知不觉就完结了自   2.0                    帝王心丶64243641  2017年06月22日   NaN     NaN  http://i.youku.com/i/UMTk1OTY4MTUxNg==
                               一直在看博人转新时代，我还没发现这个  13.0                  微信用户6367289884  2017年06月24日   (3)     2.0  http://i.youku.com/i/UNDczMzIyNjE4OA==
                            我把火影追完了,连博人都看了,却没有看这个   NaN                         乐高大师ABC  2018年01月23日   NaN     NaN  http://i.youku.com/i/UNTM2ODM1MjcyNA==
                         我到现在结印的手速还异常的快。可是火影你总坑我。   NaN                              舜顼  2018年01月12日   NaN     NaN  http://i.youku.com/i/UNTIzODc0NTE1Mg==
                   这么多年了，就想着什么时候出全是经典战役的视屏，现在终于出了   6.0                           美_赞_臣  2017年06月28日   NaN     NaN  http://i.youku.com/i/UMTY5OTY4OTU4OA==
                          个人觉得最经典的还是鹿丸鸣人打角都飞段那一段！   NaN                           玖玥的悸动  2017年11月28日   NaN     NaN  http://i.youku.com/i/UMTMyNTUyOTUxNg==
                               卡卡西露出真面目是哪一集谁给我科普下   2.0                  土豆用户_748466409  2017年08月09日   (2)     3.0  http://i.youku.com/i/UMjk5Mzg2NTYzNg==
                                     想问一下各位都多少岁了？   6.0                  土豆用户_460118192  2017年06月21日   (3)     4.0  http://i.youku.com/i/UMTg0MDQ3Mjc2OA==
                             我们都在一起就让粉红猪小妹都在一起和桥镇   NaN         ios游客用户1500643852284357  2017年08月23日   NaN     1.0  http://i.youku.com/i/UNDgzMjY2MzY2NA==
       看个动漫就吵吵吵，你们都是傻逼，无聊的时候消遣消遣时间看看而已，你们动漫能当饭吃吗？   NaN            微信用户1474371407452480  2017年08月21日   NaN     1.0  http://i.youku.com/i/UNDAwNjgwMjYwNA==
                         我只记得八尾经常讲一句话，八嘎呀路，什么意思吗？   1.0                       阳光男孩86678  2017年08月17日   NaN     NaN  http://i.youku.com/i/UNDkxMjkxNzI4MA==
                    我看了这么长时间火影，才发现这个，都到90集了，对不起火影   1.0                             爱克四  2017年07月21日   NaN     NaN  http://i.youku.com/i/UMzkwODIzODQ2OA==
                     从初一看到大四毕业。现在才发现这个，我不是一个合格的影迷   1.0                             凌道夫  2017年07月01日   NaN     NaN  http://i.youku.com/i/UMzgzOTY3Nzc3Mg==
                        才发现这个，不知道怎么样，火影也陪伴了我几年，大爱  13.0            微信用户1472621156477223  2017年06月28日   NaN     NaN  http://i.youku.com/i/UMzk1NDczMzQwNA==
                                            天王盖地虎   4.0                  土豆用户_852250419  2017年06月23日   (3)     5.0  http://i.youku.com/i/UMzQwOTAwMTY3Ng==
                                  都68集了，我怎么不知道有这个   3.0                      黑瞳48099384  2017年07月05日   (3)     1.0  http://i.youku.com/i/UMzI0MjQ0OTkzNg==
                          然而我还以为是新的呢，原来是把以前的整合起来了   9.0                           我叫杨天琦  2017年06月27日   (1)     NaN      http://i.youku.com/i/UNjA5Mzk0NTEy
                            音乐响起的那一刻，我知道真正的火影又回来了   NaN                        Laurn_Cc  2018年03月05日   NaN     NaN  http://i.youku.com/i/UNDM4MDYwMDEwMA==
                           谁知道那个从一分十五秒开始的音乐啊？找了好久   2.0                  微信用户8522560707  2017年07月18日   NaN     NaN  http://i.youku.com/i/UNDc1OTcyOTc4OA==
                                         博人转不怎么好看  11.0                        AnGel丿情殇  2017年07月30日   (2)     2.0  http://i.youku.com/i/UMTYyMDQ4NjQyOA==
                                      感觉那时候的画质好粗糙   8.0            优酷用户1472212964131337  2017年07月31日   (2)     2.0  http://i.youku.com/i/UMzk0MDYyNTcyOA==
                                再不斩其实很强，雾隐杀人术是吹的？  15.0                        蜡笔小新吃臭豆腐  2017年06月22日   NaN     2.0  http://i.youku.com/i/UMTkxMzI2MDUyNA==
                            不是火影忍者 何曾爱AB 当观于有亦观于无   6.0                          aakhan  2017年07月03日   NaN     1.0      http://i.youku.com/i/UNTgzMzQ1NTgw
                  在当年那画质来说，已经是很可以了，那时候国产动漫还只是水墨画。   NaN                         犹屍般寂靜瑰魅  2017年12月31日   NaN     NaN  http://i.youku.com/i/UMjg5NTgzNTE4MA==
                          这个合集好~~我在无人看到的情况下点了赞👍！   5.0                            倚醉还真  2017年08月16日   (1)     NaN      http://i.youku.com/i/UNDI1NTM2NjA=
                           觉得这首歌最热血 不知道为什么 就是这么觉得   5.0                       谁71201692  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMzQyNzg0Njk0NA==
            不要问我这个女生为什么要看❗️，我觉得很不错，好看好看好看好看好看好看好看   NaN                           美丽的小清  2017年11月08日   NaN     NaN  http://i.youku.com/i/UNDYxMTI3NTAzMg==
                          卡卡西。。。。这人物前期装逼太猛，后期无力啊，  12.0                            世外狂徒  2017年06月28日   (1)     5.0  http://i.youku.com/i/UMzEzMTIxNjQyNA==
                         好激动，终于整理出来了，不用自己找战斗的了，哈哈   NaN                            这是爸爸  2017年09月15日   NaN     1.0  http://i.youku.com/i/UMTQ2MTc1MTQwMA==
                          我靠，我刚下载优酷发现都出这个了，而且都82了   1.0            腾讯用户1500472211929461  2017年07月19日   NaN     NaN  http://i.youku.com/i/UNDgyNjYwOTYzMg==
                         我也是更新到28 为什么才知道有这部剧 还是眼瞎   1.0                  微信用户6677797042  2017年06月29日   NaN     NaN  http://i.youku.com/i/UNDY4NjMxMzA1Mg==
                               貌似这个达纳兹的配音和奇拉比是一个人   1.0                   支付宝用户94553559  2017年06月28日   NaN     NaN  http://i.youku.com/i/UMzM2NjU5NjE0OA==
                              md一堆广告每集都60秒（同意的点赞）  29.0            微信用户1467375312238505  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMzc3MDAxODMzMg==
                              牛叉，经常点开经典的战斗场面，这下省了   6.0                            晓小沐阳  2017年06月23日   NaN     1.0  http://i.youku.com/i/UMzYxODI1MTczMg==
                             谁要火影美图？向我要，给我私聊，我发给你   5.0                         star小豆包  2017年07月10日   NaN     1.0  http://i.youku.com/i/UMzQwMjY2OTMxNg==
                     感觉没有一部动漫可以超越，自从完结后都感觉不知道看什么了  11.0              东东1480567054569980  2017年07月15日   NaN     1.0  http://i.youku.com/i/UNDI0NzM1NTAzMg==
                        之前就想回忆经典战斗，可惜没时间找，出了这个很赞啊  11.0                  土豆用户_783712623  2017年06月27日   NaN     1.0  http://i.youku.com/i/UMzEzNDg1MDQ5Mg==
                              刚看到，已经28级了，和我一样的赞我。  33.0                            爱上国藩  2017年06月27日   NaN     6.0  http://i.youku.com/i/UNDE1MDcwNTcxNg==
           我也是//@知足常乐_天天开心:才发现这个，都出到28了，我不是个合格的粉丝   1.0               ios游客用户5559751491  2017年08月06日   (3)     NaN  http://i.youku.com/i/UNDUyNzkzOTU3Mg==
                            都出到68了，我才发现。我还算个火影迷吗！  10.0                 优酷手机用户_JJZdyD8L  2017年07月05日   (1)     NaN  http://i.youku.com/i/UMzM5NDg4NDkyOA==
                          火影永远不完结，我老了我也要看，即使是100遍   5.0                  腾讯用户6242994730  2017年06月29日   NaN     NaN  http://i.youku.com/i/UNDcwMzMwNzk0OA==
              没，啊迈凯轮卡，在老妈买了， all！手里，哦哭第四哦，xu yu x   1.0                    优酷院线70555906  2017年10月10日   NaN     1.0      http://i.youku.com/i/UNTU4ODU2MTAw
                                  认为仙人模式的鸣人好看的点个赞  19.0            腾讯用户1500739280784382  2017年07月23日   NaN     NaN  http://i.youku.com/i/UNDgzNjk0NTU5Ng==
                                看这个就要关弹幕，一堆小学生秀智商   8.0                          我左眼看着你  2017年07月22日   NaN     NaN  http://i.youku.com/i/UMTY5OTU4MzQxMg==
                      看见这个真好，不用重新回头从第一集看了，也可以重温经典   2.0                          YYH缘如水  2017年06月28日   NaN     NaN  http://i.youku.com/i/UMjk1Njk1NTU1Ng==
               就是因为这集，小时候没看完这集，后面一直想看完。然后从此就无法自拔了   2.0                             罹逊1  2017年06月28日   NaN     NaN  http://i.youku.com/i/UMTU3NTU0Mjg2OA==
                                我竟然因为打算回顾看疾风传而看到的   5.0            优酷用户1463488652104132  2017年06月23日   NaN     NaN  http://i.youku.com/i/UMzY1MTk2MDY5Mg==
                                   lz就快进了一下就60秒广告   2.0            优酷用户1475321919519961  2017年07月20日   (2)     NaN  http://i.youku.com/i/UNDAyOTM4NTgzMg==
                                这个能够看出火影忍者干货一共多少集   3.0             优酷用户147196129491962  2017年07月12日   NaN     NaN  http://i.youku.com/i/UMzkzMDkzODAxMg==
                            我中了120秒的大广告，天哪，我的人生啊！  13.0                  腾讯用户8138196588  2017年06月21日   NaN     NaN  http://i.youku.com/i/UNDcyMzczNTcyMA==
                                  我，漩涡鸣人，没钱泡雏田，打钱   9.0                            全球雨寒  2017年07月28日   NaN     4.0  http://i.youku.com/i/UMTIwNTkzMDc0MA==
                                          我喜欢带土和斑   2.0                           阎酱AoA  2017年07月30日   (2)     NaN  http://i.youku.com/i/UNDg1Nzk2MDMzMg==
                           请问这个是属于什么？ 以前怎么没注意到有这个   6.0                            张小跳吖  2017年07月31日   (1)     NaN  http://i.youku.com/i/UNDAyNDA0MTg4NA==
                               好长时间没看到二柱子了，都有点想他了   6.0                  手机用户_418356211  2017年07月15日   NaN     1.0  http://i.youku.com/i/UMTY3MzQyNDg0NA==
                              才刚发现这个，看了那么多年火影粉不合格   3.0                          等着的幸福8  2017年06月26日   NaN     NaN  http://i.youku.com/i/UNDI0NjU3NjUzMg==
                           辛辣天SEI✋ 楼下！感受痛苦，体验痛苦吧！   6.0                          Albb宝宝  2017年06月23日   NaN     NaN  http://i.youku.com/i/UMzA5NjY2MjMyOA==
                            什么时候出来的，我居然不知道，都这么多集了   6.0                  土豆用户_428990935  2017年06月23日   NaN     2.0  http://i.youku.com/i/UMTcxNTk2Mzc0MA==
                                  我刚刚看完博人，才注意到这个。  13.0                           允逆boy  2017年06月25日   NaN     NaN  http://i.youku.com/i/UMzY1MTkwNzAzMg==
      //@微信用户1467375312238505:md一堆广告每集都60秒（同意的点赞）  22.0            腾讯用户1475766737739110  2017年06月24日   NaN     2.0  http://i.youku.com/i/UNDA0MTE5MDE4MA==
                             我也是醉了 我也是都28了我才发现有这个   9.0                     lele5508096  2017年06月28日   (1)     2.0  http://i.youku.com/i/UNDQwMzY4ODM2NA==
                                小时候，卡卡西老师可是神一般的存在  11.0                          我真的不可爱  2017年07月15日   (1)     NaN  http://i.youku.com/i/UMzc0MDgxMzQyMA==
                           这个战役编辑到一起是为漂亮之举，zan！！！   7.0                         5662159  2017年06月24日   NaN     NaN      http://i.youku.com/i/UMTI0OTczNjIw
                                  怀念啊没想到火影出了单独的忆遁   7.0                         就是问人要地址  2017年06月21日   NaN     NaN  http://i.youku.com/i/UNDIzNjg4MjI3Ng==
                            这个不是以前那个火影的吗，第七班vs再不斩   NaN                  土豆用户_775635554  2017年12月28日   NaN     NaN  http://i.youku.com/i/UMzEwMjU0MjIxNg==
                                     博人传远比不上我们的鸣人  12.0                         六代火影CSQ  2017年06月22日   NaN     NaN  http://i.youku.com/i/UMjc0MTY0NzY2MA==
                               看屁的经典战役啊，我现在重新回顾全剧   5.0                           点点爱小雅  2017年06月28日   NaN     1.0      http://i.youku.com/i/UMzUzNzMyNDMy
                             我了个擦嘞，怎么突然冒出了这个，很期待啊   5.0                    新浪微博61990866  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMjk1NTg2MTQ5Mg==
                            完结后很伤心💔 跟了几年了 很舍不得结束   3.0                          A_A伯莎-  2017年08月09日   NaN     1.0  http://i.youku.com/i/UNDg3ODcwMzM0MA==
                                   火影人者凯的八开门用在第几集   3.0            腾讯用户1501579342702653  2017年08月01日   (1)     1.0  http://i.youku.com/i/UNDg2NDYzNjk2OA==
                               火影看到三百多集了，才刚刚发现有这个   3.0                           8_8蓝莓  2017年07月28日   NaN     NaN  http://i.youku.com/i/UNDg1MTMzODA1Ng==
                           作为火影和海贼都看的人 我觉得海贼比火影好看   1.0            优酷用户1464857215341360  2017年12月04日   NaN     NaN  http://i.youku.com/i/UMzY4OTY3MDA0MA==
                             火的意志，是不会消失的，那才是火影的真谛   NaN                  土豆用户_729892682  2017年10月31日   NaN     1.0  http://i.youku.com/i/UMjkxOTU3MDcyOA==
                              等我发现这个的时候，已经更新到168集  10.0                    听熟悉旳歌′走陌生旳路°  2017年08月05日   NaN     1.0      http://i.youku.com/i/UNjA1OTkwNjQ4
                          20集的时候造桥好难.200集后造桥就一个忍术   1.0                         寻得梅兰竹菊雪  2017年09月25日   NaN     1.0  http://i.youku.com/i/UMTU3NDI2MDMwOA==
                                 都78了～博人转什么的 垃圾一笔  10.0                         Fly寂寞暴走  2017年07月15日   NaN     4.0  http://i.youku.com/i/UMTk0ODMwMDU3Ng==
                                       爱了火影那么多年🔥  17.0                 支付宝用户8622143641  2017年06月22日   NaN     NaN  http://i.youku.com/i/UNDcyNTk3MDQ3Ng==
                                           一来就28了  15.0                         落魄-谁与争峰  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMzM5NTM1NjU3Ng==
                      这么多人和我一样都是才发现吗，，，，，，正好不用等更了   1.0                     莉娜的王尔德59556  2017年07月19日   NaN     NaN  http://i.youku.com/i/UNDgxNTE1OTAzMg==
                             17分钟左右被再不斩杀的那个人好像卡卡西   1.0                  神一样的存在74124309  2017年07月05日   NaN     NaN  http://i.youku.com/i/UMzE4MjI3NjM1Mg==
                                         今天突然发现这个  16.0                           我离天很近  2017年06月21日   (1)     NaN  http://i.youku.com/i/UMzc1MjgzNzU0OA==
                       今天下午结束了……我们家有些东西是你自己想要的结果！   NaN            腾讯用户1462073330362534  2017年06月19日   NaN     4.0  http://i.youku.com/i/UMzYxODY1NjIxNg==
                                       都是看过的有意思吗？  15.0                      JW98477101  2017年07月23日   (1)     1.0  http://i.youku.com/i/UMzEyMzAxNjAyOA==
                                       这比整天水的博人好看  10.0                    腾讯用户83114142  2017年07月07日   NaN     5.0  http://i.youku.com/i/UMzI1MTUyMDUwOA==
                                   我中了追强幻术“无广告之术”   9.0                             好蜻蜓  2017年06月21日   NaN     NaN  http://i.youku.com/i/UMjkyNDkyOTE1Mg==
                               好久没有看火影了，我是落后了一大截啊   NaN                             支宝居  2018年02月06日   NaN     NaN  http://i.youku.com/i/UMzM3NTQ3NzQ5Mg==
                                  不称职的火影迷就是我，我才看到   8.0                    薰风微雨24902100  2017年06月30日   NaN     NaN  http://i.youku.com/i/UMzI3MTQ3NzczNg==
                                         博人真不如他爸爸  11.0                  土豆用户_716518873  2017年07月09日   NaN     2.0  http://i.youku.com/i/UMjg2NjA3NTQ5Mg==
                                     火影追完了才注意到了这个  12.0                  腾讯用户7804387881  2017年06月25日   NaN     NaN  http://i.youku.com/i/UNDE3MTI3MzY4OA==
                                  我看了那么久博人传，居然才发现   6.0                         禁忌五彩滑稽君  2017年06月29日   NaN     1.0  http://i.youku.com/i/UNDc0MzI1Mjg4MA==
                             很感动啊！满满的回忆，又热血沸腾了一次。   3.0                         MichaV阳  2017年06月27日   NaN     NaN  http://i.youku.com/i/UMTcwNTk1NTk2MA==
                                     船上竟然有快艇用的发动机   6.0            优酷用户1490538256117903  2017年06月26日   NaN     NaN  http://i.youku.com/i/UNDUxODE5NTMwMA==
                                  68。。我真不合格啊。。才发现   9.0                  优酷用户8497178589  2017年07月05日   NaN     2.0  http://i.youku.com/i/UNDQyMDUxMTQ2NA==
                                     都是经典啊，赞，致火影。   9.0                  土豆用户_783712623  2017年06月27日   NaN     2.0  http://i.youku.com/i/UMzEzNDg1MDQ5Mg==
                              火影忍者国语版中文全集107集中国语言   1.0            微信用户1499691944741599  2017年07月31日   NaN     NaN  http://i.youku.com/i/UNDc5NzYxODc1Ng==
                             都90集了，才发现，感觉整个人有点不太好   4.0                  优酷用户8661429266  2017年07月20日   NaN     1.0  http://i.youku.com/i/UNDY0NzM3NzgyNA==
                                       满满的回忆不错很喜欢  10.0                  微信用户7291730297  2017年06月22日   NaN     1.0  http://i.youku.com/i/UNDE3NTIwODc2OA==
         海贼傻逼打法//@抹不掉你的:还是火影的打法实在，相比海贼王那种乱打一通好看多了   9.0                  微信用户7650442314  2017年06月21日   NaN     2.0  http://i.youku.com/i/UNDEyNTk3NzcyNA==
                               这是重复火影忍者里面的剧集 没区别吧   1.0                Monamour90710469  2017年08月26日   NaN     NaN  http://i.youku.com/i/UMTU2OTYyODI4NA==
                                               你马   1.0                  腾讯用户5554531326  2017年06月26日   (2)     1.0  http://i.youku.com/i/UNDIwNjQwMTg2OA==
                                        更新道90我才看见   7.0                  优酷用户9177984768  2017年07月24日   NaN     NaN  http://i.youku.com/i/UNDYyMzc5NDQ2MA==
                                        火影不完，青春不灭   6.0                     NODREAM1314  2017年06月29日   NaN     NaN      http://i.youku.com/i/UMjQyNzMwODQw
                                     免流不能看火影 草泥马的   6.0                           陈末与狗i  2017年06月25日   NaN     NaN  http://i.youku.com/i/UNDczOTA3MTYxMg==
                                           还是鸣人好看   9.0                            0江流v  2017年07月29日   NaN     NaN  http://i.youku.com/i/UNDg1NzMzNzE2OA==
                                     尽然都更到82了我才发现   6.0                   支付宝用户79945927  2017年07月18日   NaN     NaN  http://i.youku.com/i/UMzI4NDYyNDgzNg==
                                这什么时候出的 怎么突然就搜都了？   7.0                  土豆用户_387247829  2017年06月21日   (1)     1.0  http://i.youku.com/i/UMTU0ODk5MTMxNg==
                              片头曲子真经典！以前还下到mp4里面听   3.0            微信用户1473872892331207  2017年06月24日   NaN     NaN  http://i.youku.com/i/UMzk5MzIzNjkxMg==
                                    怎么回事？突然出了个这么剧   9.0                  微信用户4904759244  2017年06月21日   NaN     NaN  http://i.youku.com/i/UNDY4ODYyMjY0MA==
         是//@杰森的杰森:总结。可以的。。博人传真心不好看。还是经典好。你们说是不是？   9.0            腾讯用户1471746408444983  2017年06月20日   (1)     5.0  http://i.youku.com/i/UMzkyMzE1ODc2OA==
                                         看了一千遍的举手   7.0                          止为红颜一笑  2017年07月29日   NaN     4.0  http://i.youku.com/i/UMzA1NDExMzYzMg==
                                       有没有死神战役之卷？   6.0                            特蕾莎卉  2017年07月16日   NaN     2.0  http://i.youku.com/i/UMzI1MjQzNDgzMg==
                                    这个赞 不用一集集去翻看了   6.0                            yk南仔  2017年06月28日   NaN     NaN  http://i.youku.com/i/UMTM0NDMwMDU0NA==
                        怎么都是不能下载，好想全部下载完，以后想看就随便看   2.0                  18664559610wzq  2017年07月28日   NaN     NaN  http://i.youku.com/i/UMzc2NzU1NzQ1Mg==
                              今天才发现这个，扎心了，不合格的粉丝。   2.0                         我是丘比特先生  2017年07月13日   NaN     NaN  http://i.youku.com/i/UMTgzMjI0MDUyNA==
                                          刚发现这个视频   8.0                  腾讯用户7216734291  2017年06月27日   NaN     1.0  http://i.youku.com/i/UNDc0OTY3NjgxNg==
                                 什么时候的居然已经这么多集了？！   8.0                             大斯啊  2017年06月24日   NaN     2.0  http://i.youku.com/i/UMTg0NDU4MzQ3Mg==
                                             我爱火影   8.0                            诺意风华  2017年06月22日   NaN     NaN  http://i.youku.com/i/UMzE3OTg2OTQ0OA==
                                        推荐你们去看妖神记   6.0                    神秘黑人47919996  2017年07月21日   NaN     NaN  http://i.youku.com/i/UMzMyNDU0NDQ4NA==
                                        中忍考试也很精彩啊   6.0                          微小月816  2017年07月06日   (1)     1.0  http://i.youku.com/i/UMzcyODkyMDE1Mg==
                                    优酷什么都好就是广告太长啊   5.0                           卡u影一次  2017年08月04日   NaN     NaN  http://i.youku.com/i/UMzE3MDA2NDY3Ng==
