content  playCount name
                                    6666666666666          0  枪神记
                                         中途插广告真好玩          0  枪神记
                                     111111111111          0  枪神记
                                   66666666666666          0  枪神记
                                    6666666666666          0  枪神记
                                     6666666kkkkk          0  枪神记
                                     666666666666          0  枪神记
                                     666666666666          0  枪神记
                                      66666666666          0  枪神记
                                           vip就是爽          0  枪神记
                                    吉尔赫拉不是小帅的妹妹么？          0  枪神记
那些说别的游戏的，这是枪神纪，天天酷跑仿枪神纪人物角色，说王者就更搞笑了吧，这是枪神纪，不是...          0  枪神记
有一天，上帝对我说：“孩子，我能实现你的1个愿望，你想要什么？”我说：“能毁地球吗？”上帝说...          0  枪神记
假定你能活到100岁，一共36500多天，87万个小时，5256万分钟，差不多31亿秒左右，...          0  枪神记
                                   希望凌和小帅在一起的点赞😜          0  枪神记
好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看好看...          0  枪神记
                                   希望能多更新几集，一个星期。          0  枪神记
                                   好恐怖的播放量啊，2.8亿了          0  枪神记
                                         小帅和凌都好可怜          0  枪神记
                                      后几集没有刚开始好看。          0  枪神记
                    枪神纪老玩家，等号一解就可以玩了唉，之前借别人封号了太惨了          0  枪神记
                                     我玩过枪神纪我就是死的快          0  枪神记
                                  还可以，只不过……还有一点不足          0  枪神记
                                    双枪背后的飘带怎么没了呢？          0  枪神记
                                    不是今天更新？ 都晚上了!          0  枪神记
                                         我感觉凌像是小蛆          0  枪神记
                                   等六级，那两段音乐歌名叫什么          0  枪神记
                                   我想知道凌跑酷的BGM是什么          0  枪神记
                               666666666刻苦默默热破改一下          0  枪神记
                                   停更了?天美又抛弃枪神纪了?          0  枪神记
                                  为什么导弹不是初始皮肤，mmo          0  枪神记
                                  有些细节没看懂，但还是支持一下          0  枪神记
                    看什么呀，一个星期一集，烦不烦？而且又不好看，都没心情追了          0  枪神记
                                    更新太慢了，能不能更新快点          0  枪神记
                                         男主有点自我 1          0  枪神记
        这是实战训练，肯定也都是假的，一定又是工程师搞的鬼，考验他们应对突发事件的处理方法          0  枪神记
                                 呵呵\n111111111111          0  枪神记
                                       不喜欢谷野和修，自大          0  枪神记
                                            放点有用的          0  枪神记
                                     如果枪神纪漫画还更就好了          0  枪神记
                                          记怎么都打成纪          0  枪神记
                                     一星期更新一集看的真累啊          0  枪神记
                                          大爱枪神纪 ！          0  枪神记
                                    对啊，。。。。。。。。。。          0  枪神记
                                    感觉，校长的演讲好尬！！！          0  枪神记
                                  其实教官死是假的，实战地是假的          0  枪神记
                                       为什么不能说早点更新          0  枪神记
                               每次都是这样子。还能不能愉快地玩耍了          0  枪神记
                                   这枪神纪挺好看，游戏到没玩过          0  枪神记
    导演下一季帮他们把锁头给开上，反正游戏都这么多，刚好和游戏一样，哈哈，看他们打的那么辛苦。          0  枪神记
                                 雷亚 注定成为反派， 不信走着瞧          0  枪神记
                                      这游戏搜不出来？，，，          0  枪神记
                                  为什么我的吉尔赫拉不能这样？？          0  枪神记
                                  个人觉得挺好看的，期待下次回归          0  枪神记
                                看的人点个赞，QQ留下，有惊喜哦！          0  枪神记
                                      13集预告呢？在哪里啊          0  枪神记
                 作品还行，不过人物刻画还差点，更新快慢没事!重要的是人物情节等!          0  枪神记
                            每一定集刀锋都暴露了。自己的黑色。。。。。          0  枪神记
                             真心不喜欢这部动漫，人物，剧情都过于极端          0  枪神记
                     我擦嘞！母猴那么6…游戏怎么没有！可能我玩了假的6年游戏          0  枪神记
                                  谁可以发一下第十二集求求你们了          0  枪神记
                           各位看过视频了吧？是不是很好看？速度来游戏吧          0  枪神记
                  酷跑英雄世界危机四伏速度、力量、感官相结合的酷跑英雄就此展开。          0  枪神记
                                   为阿杰大大的配音而来😂😂          0  枪神记
                               继承基因后第一次出场就被虐得体无完肤          0  枪神记
                            求你们了！来玩枪神纪吧！！超级好玩的qaq          0  枪神记
                                这样看来，吉尔真和他有亲戚关系😱          0  枪神记
                         全24集，（上）12集，（下）12集😂😂😂          0  枪神记
                            说一句九蒸汽，巨人禁武，证明我是一个枪神迷          0  枪神记
                    虽然不错，但是我怎么看这个尤里就是天天酷跑里面的那个蒙面的          0  枪神记
                                            QQ音乐？          0  枪神记
               果然啊你的天美无论是游戏还是动漫你的团队永远都没有突破自己琳琅天上好          0  枪神记
                                  马上就能看了，不就知道结果了吗          0  枪神记
                                   第一季有24集(•̀⌄•́)          0  枪神记
                               更新啊，看着都不过瘾，反复看好几遍了          0  枪神记
怎么还是12集，企鹅你是不是有毛病，分什么上下季，为毛不把24集一起录完一起上传，非要7天更...          0  枪神记
                       很不错，不过看看就看进去了一会就没有了好烦更新快点啊          0  枪神记
                                       我很想画猫小扩萌😌          0  枪神记
                                      诶，小帅不就是马可吗？          0  枪神记
            这集有点水（说个话还得凑十个字 歧视啊 我这几个字表达出了我说的话的大纲）          0  枪神记
                                     辣鸡。。。。。。。。。。          0  枪神记
                                      大哥大姐什么时候更新？          0  枪神记
                                快点更新。快点更新吧！都等了很久。          0  枪神记
                                更新的有点太慢了吧，能稍微快一点吗          0  枪神记
                                为什么还没有更新？就不能更新快点？          0  枪神记
                                               好看          0  枪神记
                                  雷亚眼睛好好看啊( ˙˘˙ )          0  枪神记
                                请不要小看林小帅对不对，对就点个赞          0  枪神记
                                     最讨厌自私的人。。。。。          0  枪神记
                                     投诉，时间短，剧情太浮华          0  枪神记
                                     看男主撩妹轻轻松松过考试          0  枪神记
                         更新好慢一到激动时候就没了气的我只好玩了会枪神纪          0  枪神记
                         我个人感觉动画的人物模型和游戏的风格有些不一样诶          0  枪神记
                        快点更新呗 放假了看的太着急了 你到精彩部分就没了          0  枪神记
                                   每一个主角一开始都是战五渣。          0  枪神记
                                   双枪小帅，刀锋宝贝加音速小飞          0  枪神记
                                      辣鸡电视，有什么好看的          0  枪神记
                                      猫小萌是不是和修换枪了          0  枪神记
                                 枪神纪我也在玩 能不能多更新一点          0  枪神记
                                        米亚那瞬间我心碎了          0  枪神记
                                  看这种动漫是在侮辱我们的智商吗          0  枪神记
                                  这些枪好厉害都是没有一点后坐力          0  枪神记
                                  基因锁还没打开呢，所以才这么弱          0  枪神记
                                      死了好多人 是測試嗎？          0  枪神记
                                     前排啊。。。。。。。。。          0  枪神记
                                       太幼稚了！。！。！。          0  枪神记
            突破自我，琳琅天上:QQ飞车各种钻，t车，逆战，各种觉醒，新枪一出旧的就烂          0  枪神记
                                   感觉这女的像生死回放里的那个          0  枪神记
                                       支持猫小萌。。。。。          0  枪神记
                              感觉雷亚和修退出以后对小帅和大家很凶。          0  枪神记
                                   对我而言，在乎的永远是意淫！          0  枪神记
                                   喂喂喂喂，说好的二十四集呢？          0  枪神记
       人之初，性本善，作者不更是坏蛋，你不更，我不赞，看你以后怎么办，怎么办，怎么办！！！          0  枪神记
                  主角太脆了吧…………看着没劲了啊，怎么次次挨败吖…………唉……          0  枪神记
                                       突破自我，琳琅天上！          0  枪神记
                                  尼玛快点更新啊！ 等了好久了！          0  枪神记
                                凌和林小帅才是一对的，你们说是不是          0  枪神记
                                  太夸张了吧 下飞机都没有降落伞          0  枪神记
                         到底小帅有没有尤里基因锁啊，啊啊啊啊啊啊啊啊啊啊          0  枪神记
                                 这林小帅倒数第一名\n多神气👍          0  枪神记
      太tm励志了，看的反胃，需要把主角写的这么傻，弱然后又无敌，太老套了真的莫名其妙的剧情          0  枪神记
                                       怎么下载枪神纪游戏？          0  枪神记
                       第一季完了？第二季只能等到2018年夏天， 烦的一皮          0  枪神记
                                   我想问一下 这部剧好不好看？          0  枪神记
                                      小帅的继承基因锁是枪神          0  枪神记
   果然我猜对了，跟漫画节奏不一样，这里面说的尤里是小帅的爸爸，哎，初代枪神没出现，期待第二季吧          0  枪神记
                                     什么品牌的手枪，无限子弹          0  枪神记
                                     求你们换下子弹吧。。。。          0  枪神记
         这个是国漫，是我们国家的，我们应该支持，而不是吐槽。就算有什么不好也请不要骂人，          0  枪神记
                      一星期一集，一月四集，一年二十四集，有什么看头额？？？          0  枪神记
                                    两个星期了，还要多久才更新          0  枪神记
                              我就想问难道这样你们都没有看到她的内裤          0  枪神记
                                  这不是天天酷跑里面的人物么……          0  枪神记
                                       好假，我都看过正版了          0  枪神记
                                     下一季枪。 神爆发了哈哈          0  枪神记
                                   雷亚肯定变坏了，不用想都知道          0  枪神记
                                    更新太慢了 一周才更新一级          0  枪神记
                                     这教官，练习白练那么多了          0  枪神记
                                     什么时候在更新啊，急死了          0  枪神记
                                               😂          0  枪神记
                                七八个月底就行了，一世凶凶残忍的。          0  枪神记
                                      等更新好慢，能快点吗？          0  枪神记
                                      给个机会方法i换个环境          0  枪神记
    动漫中九个人中猫小萌是情报官，在游戏中没有职业，所以我希望丽安娜教官没死，不然就八大职业了          0  枪神记
                                      这么久没看到都没更新。          0  枪神记
                                      为什么不更新！！！！！          0  枪神记
                                      求6级男主女主，配音曲          0  枪神记
                                       枪神纪是游戏，玩一下          0  枪神记
                                       不好看无聊什么鬼剧情          0  枪神记
                                          就不能快点更新          0  枪神记
                       唉看枪神纪的都超过2亿了玩枪神纪游戏的估计1万都没有          0  枪神记
                     请各位看枪神纪动漫的时候，不要说天天酷跑类似的动漫 谢谢          0  枪神记
                                         希望一周更新两集          0  枪神记
                                凌的父母不会是被小帅的父母杀的吧？          0  枪神记
                                         第6集的歌是神吗          0  枪神记
法国人说，葡萄酒好喝。英国人说，威士忌好喝。中国人说，二锅头好喝。于是找来老鼠做实验。看看哪...          0  枪神记
                                      太无语😓。。。。。。          0  枪神记
                                             哇哈哈哈          0  枪神记
梨安娜？很有未来科技感这特效好，细节处理的很好虚拟成像，希望以后现实生活中的虚拟现实也能有这...          0  枪神记
                                           666666          0  枪神记
                                              冲刺客          0  枪神记
 我个人觉得整个剧情中的武打动作等都挺流畅的，不过，男主的性格是真心喜欢不过来，人物性格有些极端。          0  枪神记
 我个人觉得整个剧情中的武打动作等都挺流畅的，不过，男主的性格是真心喜欢不过来，人物性格有些极端。          0  枪神记
 我个人觉得整个剧情中的武打动作等都挺流畅的，不过，男主的性格是真心喜欢不过来，人物性格有些极端。          0  枪神记
  给女主“凌”的配音的是不是给二次元虚拟偶像“洛天依”提供音源在微博坐拥百万粉丝的“山新大大”？          0  枪神记
                                 女教官，太美太诱人，女的都爱死了          0  枪神记
                             卧槽，深海战神时小帅手上的是炼狱蝎王吧？          0  枪神记
                     关于修出来时我就好奇 玩过枪神纪的都知道在基础人物中没他          0  枪神记
                                      第20。。。。。。。。          0  枪神记
                             一定是幻境什么的，反正是考研他们的，😃          0  枪神记
                              这可能是获得基因锁之前的最后一项测验，          0  枪神记
                                   能不能更新快点啊 这也太慢了          0  枪神记
                             默默等更。。。再长时间也等。。。😂😂          0  枪神记
                                    猫小萌呆萌呆萌的，我很喜欢          0  枪神记
                       榴弹那发破甲弹闹哪样？没有榴弹发生器根本不能用好不好          0  枪神记
                                    下周见…………………………          0  枪神记
                                 我只想问猫小萌，这完全是人中豪杰          0  枪神记
                                          枪神记有手游吗          0  枪神记
                               啥时候更新，主播，我都看完了预告片！          0  枪神记
                                    应该叫 训练记。。什么玩意          0  枪神记
                         为什么每次都是星期五才更新星期六和星期日不可以吗          0  枪神记
                                     打小兵插曲是什么啊，跪求          0  枪神记
                                     哈哈，逆战里面的星海影虫          0  枪神记
                                咯休息好了新旧一路姑姑好无辜关注他          0  枪神记
                                     差点就团灭，，，也是醉了          0  枪神记
                                咯休息好了新旧一路姑姑好无辜关注他          0  枪神记
                         被个机器搞那么久。没有体现枪神这两字的枝术含量。          0  枪神记
                                       很快更新咯，好激动呀          0  枪神记
                      节日人家范迪克v(健康喜剧IP估计听哈，金额看哈，v就          0  枪神记
                         想说句，这人都死光了，后面就只是这3人组表演吗？          0  枪神记
                            丽安娜死了，第一集有，只有双枪，双刀，狙击          0  枪神记
                          就喜欢小萌开了门，他们一群男人眼睛左右看的表情          0  枪神记
                                 悲剧啊，真可怜●﹏●，替他们惋惜          0  枪神记
                                 更新太慢了，还有就是一点都不好看          0  枪神记
                                 好看，就是更新太少集了，希望改进          0  枪神记
                                 谁知道那只蜘蛛怎么出现在缆车上的          0  枪神记
                                  小帅会失败是因为他还差一个披风          0  枪神记
                               更新吧，上帝，！\n😂😂等不了了          0  枪神记
                                 都死完了啊？队友都死了还怎么演啊          0  枪神记
                       好像我是第一个。。。内心有点小激动，就不剧透了。。。          0  枪神记
                                 小萌继承成功了，在修后面我看见了          0  枪神记
                                    更新太慢真掉人胃口，求更新          0  枪神记
                               我看到了天天酷跑，感觉节目组太有才了          0  枪神记
               1刀锋2火女3猴子4大叔5导弹6狙击7奶妈8留弹9工程师你们还记得么          0  枪神记
                                     更新好慢啊！。。。。。。          0  枪神记
                                       女教官死了呜呜呜呜.          0  枪神记
                      明明写着二十四集，结果十二级就停更，是不是还缺一个解释          0  枪神记
                                      好看，😄😄😄😄          0  枪神记
                                   好想看第2季对吧😡😡😡          0  枪神记
                                       每次什么时候更新呀？          0  枪神记
                    能不能把主题曲弄短一些，时间25就可以了，主题曲一分钟三十          0  枪神记
            这...这是我第一次骂人啊！你们给我听好，你们这些小笨猪！诶诶，麻麻我错了          0  枪神记
                                      尼玛到12集就没有了？          0  枪神记
                               局限性獎學金小蝌蚪科學家小記得那那你          0  枪神记
                                难道是传说中中的路飞基因锁？！！！          0  枪神记
                          总觉得凌是小帅的女友因为凌一叫小帅走小帅就照做          0  枪神记
从不限号到现在，玩了块四年了，整个大学都不曾断，我只想说一句：刀锋这脸……尼玛，还我的萝莉！...          0  枪神记
                        妈的，怎么全部的角色的样子都变了，和端游有点出入啊          0  枪神记
                           我跟大家说这部动漫就是骗大家去玩他们家的游戏          0  枪神记
                                    小学生的动漫，有钱人的游戏          0  枪神记
                                 还有这个端游，特别好玩有力挺我。          0  枪神记
                                     小帅的耳机叫什么有谁知道          0  枪神记
                                天天酷跑，这动漫也是呵呵了，回忆啊          0  枪神记
                                 我男票的室友就是做这个动漫后期的          0  枪神记
                           哈哈，😍😍😍母猴。。。。我的第一个英雄          0  枪神记
                                      我觉得人人都对主角好坏          0  枪神记
      我很讨厌谷野，自以为很了不起的样子。游戏里我就是喜欢杀死狙击........太招人烦了          0  枪神记
                        我觉得看起来摔下去因该会把这个教室的胸摔成一tan          0  枪神记
                             丽安娜死了？他们这是不是就是实战考核啊？          0  枪神记
                     为什么看不了？为什么我的第六集显示查询影片付费信息失败？          0  枪神记
                               我觉得，动画里面米娅的人设真特么丑！          0  枪神记
                               那啥，我好像听说刀锋是双枪的妹妹……          0  枪神记
                                    更新太慢了 一个星期才一集          0  枪神记
                         枪神纪话说如果跟漫画一样的话看动漫就没那么期待了          0  枪神记
                                  假死的人，谷野真是自以为事😡          0  枪神记
                                目前感觉国漫一人之下流弊的良心之作          0  枪神记
 像谷野这种看任何人不爽的人，请尽快安排他领盒饭吧！这种人，存在，碍事。优秀的特工，不缺他这一位。          0  枪神记
                                       这个动漫好看吗？？？          0  枪神记
             不知道有没有人觉得，主角有点像魏死死和小咀。特别是凌和小咀都是短裙学生装          0  枪神记
                                大胸女教官就这么领便当了，窝囊啊。          0  枪神记
                                      66666633322          0  枪神记
                                       我要看女双枪啊啊啊啊          0  枪神记
good，谷野的形象其实很成功，只是有点过头了，狙击的形象其实是高冷自信，但是这个剧本写的有...          0  枪神记
                         我记得上周五看季六集的时候仿佛在昨天，时间又快了          0  枪神记
                                         感觉男主跑酷厉害          0  枪神记
                     个人的努力，只能看自己，要用别人看你的目光，要相信自己。          0  枪神记
                        真恶心的动画，什么脑子？？？？？？？？？？？？？？          0  枪神记
         哎 没别的 国漫就是在水啊 有本事你下次直接放开头动画和结束动画 中间价格预告片          0  枪神记
                       本人认为谷野这个人物本应是平凡一些不应这么的令人讨厌          0  枪神记
                                              还不错          0  枪神记
                               林小帅比那个鹿晗那个娘娘腔好多了强。          0  枪神记
                               男主应该是“小帅”，女主是“凌”吧？          0  枪神记
                               更新这么点，垃圾，现在的老是这么点！          0  枪神记
                                     好讨厌谷野，，，，，，，          0  枪神记
              这集有漏洞，泳儿说要去找念大哥，而他自己都不知道他名字，她是怎么知道的          0  枪神记
                                  black呢老子比你们帅多了。          0  枪神记
                                 喜欢凌女神，有同感的把我顶上去！          0  枪神记
                                   新年快乐，大家旺旺旺！赞👍          0  枪神记
                       子弹难道不会被金属崩飞？还有从天上掉下来没有反震力？          0  枪神记
         不用看了.这就是用游戏里面的剧情版.然后把它改成了动漫的.增加玩游戏的人数而已.          0  枪神记
                                     林小帅应该继承枪神尤里吧          0  枪神记
                                    我王卡免流标志没了怎么回事          0  枪神记
                                    这不是天天酷跑吗？\n呵呵          0  枪神记
                                      六月七号高考，妈耶……          0  枪神记
                                     枪神记（下）什么时候演？          0  枪神记
                                  下部今年6月开播，都别催播了。          0  枪神记
                       就不能像海贼王一样，后面主题曲去掉，这样还能多看一会          0  枪神记
                       自从双枪空中接力删了以后这个游戏就废了不值得在玩了。          0  枪神记
        修是男医生，但是男医生是该隐。修是不是会到荒蛇黑化成该隐，因为该隐是为复仇而生的。          0  枪神记
                                这就完了？没预告了估计是完了。好短          0  枪神记
                                能更新的快一点吗？ 等的头发的白了          0  枪神记
                             神TM基因锁主角你是不是打算叫郑吒？？？          0  枪神记
                          如果有一天，这个片子说日更，那我绝对会泪流满面          0  枪神记
     我保证以后凌和主角会发生矛盾，主角以为凌一直在骗他，呃呃，从主角妈妈的那一句话就知道了，          0  枪神记
                                      认为我帅的点赞ﾟ∀ﾟd          0  枪神记
一秒一卡，十分潇洒。一走一停，十分有型。3秒一卡，等到我傻。五步一停，摆个造型。一心等待，加...          0  枪神记
                     差得一匹，现在的国漫越来越差了，编剧和导演的脑子都有问题          0  枪神记
            我在漫画看了2年剧情完全不是漫画顺便谁明天有空和我来玩下：名字灬考虑什么灬          0  枪神记
                                  我怎么感觉这里好像天天酷跑啊？          0  枪神记
                                     尼玛这是什么？😂漫画？          0  枪神记
                                      小兵还尼玛拿冷兵。。。          0  枪神记
                                   我希望作者能一直做下去。谢谢          0  枪神记
                                     是不是游戏发展不下去了。          0  枪神记
                                          这不是小蛆吗？          0  枪神记
                       里面 当时那几个背影监视他们的人 是赦免会吗?还是?          0  枪神记
                                    吉尔唉。😂肯定是个好人。          0  枪神记
                              这应该只是实战演习，不是真的气了ok？          0  枪神记
                           都死了，看什么啊，一开始放就是只有小帅一个人          0  枪神记
                                      这局挺搞笑的，哈哈哈哈          0  枪神记
                                    😂😂😂好漂亮啊啊啊啊          0  枪神记
                                     谁他妈写的，烂片…………          0  枪神记
                                 他们是什么时候，进入了虚拟世界?          0  枪神记
                                       谁还知道哪些好看的？          0  枪神记
                           雷亚会不会回来我不知道 但肯定会有导弹的位置          0  枪神记
                         小萌是酒店老板 漫画中有 例外 别熬夜了 我心疼          0  枪神记
                                  快点更新至少星期二和星期五更新          0  枪神记
                                  我去，还没咋样呢，人都快死完了          0  枪神记
                               人物画风不错，不过嘛，就是，不够血腥          0  枪神记
                                       。。。人我一个个的。          0  枪神记
                          小帅继承的是枪神 在38秒图片出来时可以的看到          0  枪神记
                                      快点更新吧 我等不及了          0  枪神记
                                       这个动画片每周几更新          0  枪神记
                                       只是场试炼。都没死。          0  枪神记
                             以后真的就只剩双枪，刀锋，狙击三个人了？          0  枪神记
                                       剧情神奇，构思混乱，          0  枪神记
                                      我去……小萌的力气……          0  枪神记
                                          话说修是奶爸？          0  枪神记
                                      呃呃，喊麦DJ网。。。          0  枪神记
                              每次都是那小帅捣乱，才会发生后面的事。          0  枪神记
                              好想快点更新一集，这更新的实在是太慢了          0  枪神记
                                    能不能更新快一点啊？烦死了          0  枪神记
                                    我滴心啊。。。。。。。。。          0  枪神记
                                    怎么还没更新，己经十二点了          0  枪神记
                                快点更新吧[大哭][大哭][大哭]          0  枪神记
                                    全部都死了吗？就只剩三个？          0  枪神记
                                        国漫已经算不错的了          0  枪神记
               和漫画剧情不一样，而且连主角的名子都不一样，主角名叫尤里，这叫小帅。          0  枪神记
                 请问，枪神记能不能更新快一点。每一次想看下一级都要等一星期。谢谢          0  枪神记
                    那后面赫拉睁开眼睛是怎么回事？难道他们继承了同样的基因所？          0  枪神记
                                 阿轲，百里，马可波罗，我去。。。          0  枪神记
                                 过分\n爱过分了\n太过分了真的          0  枪神记
                 我想问这个天天酷跑的小帅和刀妹长大版有什么区别？就这么点创意了？          0  枪神记
                 祝枪神纪越办越好！求宫娘给我个大大的礼包！我最喜欢吉尔赫拉了！！          0  枪神记
                                太太太好看了，在更新快点就是完美了          0  枪神记
                        林小帅是小师，凌刀锋宝贝，谷野像小飞，米娅像猫小萌          0  枪神记
                                     我才幕后主谋是小帅他老汉          0  枪神记
                             悄悄告诉你门，修是第一代医生传奇特工该隐          0  枪神记
                                怀念以前武器道具只需要金币买的时候          0  枪神记
            这可是1年前的事了（第1集说的你们忘了吗？）如果现在死了1年后就只有尸体了          0  枪神记
                      就我一个人发现这里边的妹子胸器都很大吗？真的是好喜欢，          0  枪神记
                                 快点让我看看莉安娜教官有没有死了          0  枪神记
                                    哎。想要VIP。。。。。。          0  枪神记
                                  更新好慢呀 不过好看 我可以等          0  枪神记
                                   你们有没有感觉凌有点像洋娃娃          0  枪神记
                                     谁能告诉我配音是谁？？？          0  枪神记
                                 玩枪神纪端游开启属于你的氪金之路          0  枪神记
                               比起看动漫……算了～我宁可玩游戏……          0  枪神记
                                       天天酷跑升级版哈哈哈          0  枪神记
                               更新吧，上帝，！\n😂😂等不了了          0  枪神记
                          枪神纪下什么时候出来？或者说枪神纪上的第十三集          0  枪神记
                             还没看够啊，有点少了，今天连着看完12集          0  枪神记
                                      差评穿打底裤！最讨厌了          0  枪神记
               好看的，就是更新太慢，每个星期五才更新，还只更新一集，完全不够看的呀          0  枪神记
               好看是好看可是更新太慢了，等的别人都快失去兴趣了，希望以后能更新快点          0  枪神记
                                  全集不是写着24吗 这刚一半哎          0  枪神记
                          这个黄头发蓝裙子的妹子好像生死回放里的小蛆啊！          0  枪神记
                                我认为还可以，就是能不能出的快一点          0  枪神记
                                                。          0  枪神记
                       刀锋是孤儿 和母猴 猴子被美娜捡的 后来赤耀训练吉尔          0  枪神记
                                 你們知道第六集的歌曲是叫什麽名字          0  枪神记
                                               好看          0  枪神记
                                          6666693          0  枪神记
                                         kkkkkkyt          0  枪神记
                                         66685885          0  枪神记
                                             😍😍          0  枪神记
    我个人非常不喜欢谷野，自以为是，别人比他差些就疯狂泼冷水，总觉得自己才是最强的，狂妄自大。          0  枪神记
                          游戏凉了 动漫也要凉了，一周一集 还拖拉剧情。          0  枪神记
                   如果每个动漫的更新速度都像电视剧一样就好了！虽然动漫很难做！          0  枪神记
                                       你好，我觉得电视有趣          0  枪神记
                              一看就知道是演习\n我敢百分之百确定。          0  枪神记
                等天天酷跑差不多，这个电视，比如小帅就是双枪小帅，还有凌是刀锋宝贝          0  枪神记
                                最讨厌哪个谷野，不是个玩意身某东西          0  枪神记
                             更新太慢了，不太短了，要更新快就好了？？          0  枪神记
                     希望更新快点！毕竟很多人在等着。一个好的动漫不需要这么慢          0  枪神记
                                 这和动漫不一样，我上那看剧情？？          0  枪神记
           没死，这个只是测试，玩而已，天美随你怎么拍怎么出，外挂事情不处理好，不回归。          0  枪神记
                              第六集插曲是啥呀，求大神解答呀！！！！          0  枪神记
                                 能行很好看大刺激了为什么不多几集          0  枪神记
                                奶妈明显假死，一个教官反应这么差?          0  枪神记
                                      邦硬。。。。。。。。。          0  枪神记
                       卧槽别老是这么婆婆妈妈的好吗，怎么老是这样耗费进度呢          0  枪神记
                                    里面我最帅，站起来是什么歌          0  枪神记
                                    枪神纪都是什么歌说一下歌名          0  枪神记
                                    这个歌词是什么歌，挺好听的          0  枪神记
                      这游戏的设定确实很棒啊 可惜制作组不作为 测试时间又长          0  枪神记
                               个人国漫唯一的缺点就是更新慢，时间少          0  枪神记
                                就这么没了？想要继续看的把我顶上去          0  枪神记
                             凌像刀锋宝贝一样 都有两把刀 也都喜欢跳          0  枪神记
                                 我觉得吧，那个雷亚和修会加入荒蛇          0  枪神记
                         至曾经的枪神，曾经美好的回忆。一起通宵的美好回忆          0  枪神记
                           更新慢的要死，还动不动停更，国漫真的不行呀，          0  枪神记
                                 林小帅的耳机呢，不是说很重要吗？          0  枪神记
                                    这些角色从来不换衣服的嘛？          0  枪神记
                          等了好久，还是没更新，说好的每周五更新一集的。          0  枪神记
                                       林小帅的基因锁是尤里          0  枪神记
                                    男狙击竟然即成女狙击的基因          0  枪神记
                                      最后还是吃鸡了，吃鸡了          0  枪神记
                     我猜测雷亚会加入荒蛇，小帅继承的也不会是他爸妈的基因锁。          0  枪神记
                                    求歌名 我想知道歌名是什么          0  枪神记
                                 谁能打出我的名字，我就认他做爷爷          0  枪神记
                             不是24集一季吗？ 为什么就12集一季啊          0  枪神记
                                  丽安娜的凶是真的大真的性感想日          0  枪神记
24集全是意味着这个剧总共是24集。\n分为两季。\n第一季学院篇下周就要完结了。\n让我们...          0  枪神记
                                   喜欢小帅，天才表演的时间到了          0  枪神记
                                    啊啊啊啊啊，是夏期才更嘛？          0  枪神记
                       天美就是你让我们等更新等了三年就是你让琳琅天上解散的          0  枪神记
                                我怎么觉得这是天天酷跑里的人物呢？          0  枪神记
                           就算你出动漫，也没有人会知道游戏，因为他谅了          0  枪神记
                                   刀鋒寶貝，音速小飛，雙槍小帥          0  枪神记
                                 基因锁是小说无限恐怖提出的概念吧          0  枪神记
             我问下，那个在第几集的时候，有一首歌，是什么。我的帅还是。。。歌名叫什么          0  枪神记
                         真心喜欢这个动画，就是更新慢，我都来回看两遍了！          0  枪神记
                              端游不更新半年的时候号卖了 现在又活了          0  枪神记
                          你们不觉得每次凌受伤的时候小帅才能激发潜能吗。          0  枪神记
                                      雷亚最后成为大反派了。          0  枪神记
                                    凌，真的好美，是剧中的女神          0  枪神记
                               真的太慢了，都两个星期了还没更新一级          0  枪神记
                                     更新太慢了一星期二集多好          0  枪神记
                                     演习什么时候结束更新好慢          0  枪神记
                                     源氏，怎么没他哥哥半藏？          0  枪神记
                                     赶脚主角萌蠢萌蠢的。。。          0  枪神记
                                     再也没有刚出端游的热情了          0  枪神记
                                     快点更新再说了分镜也不难          0  枪神记
                                          等更新真是够了          0  枪神记
                               我看到了新的pve关卡和新的橙黄武器          0  枪神记
                                       感觉好像cf一样😂          0  枪神记
                                         这是在打魂斗罗吧          0  枪神记
                                 什么时候才能再见一面我的吉尔赫拉          0  枪神记
                                      辣鸡剧情。。。。。。。          0  枪神记
                                      晚大概好感动好一点干活          0  枪神记
                                      好看是好看就是更新太慢          0  枪神记
                                      无后座是什么鬼啊！！！          0  枪神记
